,accgdln,age,altdum,amttotal,casetype,citwhere,combdrg2,crimhist,disposit,district,drugmin,dsplea,educatn,intdum,methmin,monrace,monsex,mweight,newcit,newcnvtn,neweduc,newrace,nodrug,numdepen,offguide,prisdum,probatn,probdum,quarter,reas1,reas2,reas3,regsxmin,relmin,restdet1,restdum,safe,safety,senspcap,sensplt0,sentimp,smax1,smin1,sources,statmax,statmin,supermax,supermin,suprdum,suprel,timservc,totchpts,totrest,totunit,typemony,typeoths,unit1,mwgt1,wgt1,xcrhissr,xfolsor,xmaxsor,xminsor,sentrnge,no_of_misclass
2184,1.0,38.0,0,0,1.0,211.0,6.0,1.0,1,86,0,1,12.0,0,0,1,1.0,121660.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,500.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,17.0,17.0,1,48.0,0.0,1,48.0,0.0,12.0,34.99150401836969,1,12,0.0,0.0,0.0,1.0,1.0,0,1.0,121660.0,60.83,1.0,21.0,46.0,37.0,7.0,1
2188,1.0,36.0,0,0,1.0,211.0,1.0,1.0,1,52,120,1,34.0,0,0,2,0.0,34000000.0,0.0,0,5.0,2.0,2.0,4.0,10,1,0,0,1,19.0,1211.0,15.0,0,0,0.0,0.0,0.0,0.0,162.0,162.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,6.0,0.0,1.0,1.0,0,2.0,24000000.0,120000.0,6.0,34.0,327.0,262.0,2.0,1
2193,1.0,33.0,0,0,1.0,211.0,6.0,1.0,1,96,60,1,22.0,0,0,1,0.0,229000.0,0.0,0,5.0,1.0,1.0,2.0,10,1,0,0,1,2.0,15.0,60.0,0,0,0.0,0.0,0.0,0.0,132.0,132.0,1,480.0,60.0,1,9996.0,120.0,60.0,48.0,1,48,0.0,10.0,0.0,1.0,1.0,0,1.0,229000.0,11.45,6.0,31.0,327.0,262.0,8.0,1
2198,1.0,22.0,0,0,1.0,49.0,6.0,1.0,1,70,120,1,10.0,0,0,1,1.0,50200000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,48.0,1206.0,11.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,50200000.0,25100.0,1.0,26.0,78.0,63.0,3.0,1
2200,1.0,21.0,0,0,1.0,211.0,1.0,1.0,1,22,60,1,32.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,6.0,6.0,1,480.0,60.0,1,480.0,60.0,48.0,12.0,1,48,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,19.0,37.0,30.0,2.0,1
2202,2.0,37.0,0,0,1.0,211.0,2.0,1.0,1,7,120,1,11.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,3.0,10,1,0,0,1,1206.0,17.0,61.0,0,0,0.0,0.0,0.0,0.0,132.0,132.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,19.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,32.0,262.0,210.0,8.0,1
2204,1.0,29.0,0,0,1.0,211.0,3.0,1.0,1,12,0,1,34.0,0,0,2,0.0,64756246.960035145,0.0,0,5.0,2.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,57.0,57.0,1,240.0,0.0,1,240.0,0.0,36.0,36.0,1,36,0.0,9.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,4.0,21.0,71.0,57.0,0.0,1
2211,1.0,32.0,0,200,1.0,211.0,6.0,1.0,1,23,60,1,21.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,9996.0,120.0,996.0,48.0,1,60,0.0,4.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,3.0,25.0,87.0,70.0,2.0,1
2212,1.0,44.0,1,0,1.0,211.0,77.0,0.0,1,71,60,1,24.0,0,0,1,1.0,124650.0,0.0,0,6.0,1.0,1.0,0.0,10,1,0,0,1,14.0,19.0,4.0,0,0,0.0,0.0,1.0,1.0,8.03,8.03,2,480.0,60.0,1,960.0,60.0,60.0,24.0,1,36,997.0,0.0,0.0,1.0,3.0,0,1.0,124650.0,49.86,1.0,19.0,37.0,30.0,2.0,1
2213,1.0,27.0,0,0,1.0,211.0,2.0,0.0,1,9,0,1,11.0,0,0,2,1.0,58279.5,0.0,0,1.0,2.0,2.0,0.0,10,1,0,0,1,61.0,673.0,685.0,0,0,0.0,0.0,1.0,1.0,8.0,8.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,24,0.0,0.0,0.0,1.0,1.0,0,1.0,51779.5,14.5,1.0,13.0,18.0,12.0,8.0,1
2216,1.0,30.0,0,0,1.0,211.0,3.0,1.0,1,63,60,1,9.0,0,0,2,0.0,985680.0,0.0,0,1.0,2.0,2.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,77.0,77.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,6.0,0.0,1.0,1.0,0,1.0,700000.0,700.0,3.0,25.0,87.0,70.0,0.0,1
2220,1.0,25.0,0,0,1.0,211.0,4.0,1.0,1,42,60,1,12.0,0,0,1,0.0,98900.0,0.0,0,3.0,3.0,1.0,0.0,10,1,0,0,1,875.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,24.0,24.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,36,0.0,2.0,0.0,1.0,1.0,0,2.0,98900.0,98900.0,2.0,17.0,33.0,27.0,8.0,1
2229,1.0,25.0,0,0,1.0,211.0,6.0,1.0,1,40,120,1,9.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,2.0,3.0,10,1,0,0,1,875.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,110.0,110.0,1,9996.0,120.0,1,9996.0,120.0,60.0,60.0,1,60,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,31.0,151.0,121.0,8.0,1
2231,1.0,25.0,1,1500,1.0,211.0,77.0,1.0,1,76,0,1,12.0,0,0,1,0.0,22610.0,0.0,0,3.0,1.0,1.0,2.0,10,0,60,1,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,6.0,6.0,3,240.0,0.0,1,240.0,0.0,36.0,12.0,0,0,0.0,2.0,0.0,1.0,3.0,0,1.0,22610.0,45.22,2.0,13.0,21.0,15.0,8.0,1
2232,1.0,24.0,0,0,1.0,211.0,6.0,1.0,1,65,60,1,21.0,0,0,1,0.0,239499.99,0.0,0,3.0,1.0,2.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,9996.0,120.0,60.0,24.0,1,48,0.0,9.0,0.0,1.0,1.0,0,1.0,239040.0,119.52,4.0,21.0,71.0,57.0,0.0,1
2233,2.0,38.0,0,0,1.0,49.0,1.0,0.0,1,74,120,1,37.0,0,0,1,0.0,64756246.960035145,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,48.0,11.0,16.0,0,0,0.0,0.0,1.0,1.0,22.0,22.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,23.0,57.0,46.0,3.0,1
2236,1.0,26.0,0,0,1.0,211.0,6.0,1.0,1,63,120,1,32.0,0,0,1,0.0,184868200.0,0.0,0,1.0,1.0,1.0,4.0,10,1,0,0,1,19.0,15.0,61.0,0,0,0.0,0.0,0.0,0.0,150.0,150.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,17.0,0.0,1.0,1.0,0,1.0,184868200.0,9243.41,6.0,35.0,365.0,292.0,2.0,1
2238,1.0,35.0,0,0,1.0,37.0,6.0,1.0,1,67,128,1,12.0,0,8,1,0.0,39471200.0,1.0,0,3.0,3.0,2.0,4.0,10,1,0,0,1,61.0,673.0,4.0,0,0,0.0,0.0,1.0,1.0,96.0,96.0,1,9996.0,120.0,1,9996.0,128.0,60.0,12.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,37835200.0,1891.76,1.0,33.0,168.0,135.0,8.0,1
2241,2.0,44.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,8.0,0,0,1,0.0,218000000.0,1.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,71.0,71.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,218000000.0,10900.0,1.0,35.0,210.0,168.0,3.0,1
2243,1.0,61.0,0,0,1.0,49.0,1.0,1.0,1,74,120,1,6.0,0,0,8,0.0,4244000.0,1.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,44.0,48.0,859.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,4244000.0,21220.0,1.0,23.0,57.0,46.0,3.0,1
2245,2.0,44.0,0,0,1.0,49.0,6.0,1.0,1,63,120,5,37.0,0,0,1,0.0,83192000.0,1.0,0,1.0,3.0,2.0,2.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,188.0,188.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,1.0,0.0,1.0,1.0,0,1.0,78656000.0,3932.8,1.0,37.0,262.0,210.0,8.0,1
2247,2.0,43.0,0,0,1.0,211.0,1.0,1.0,1,62,0,1,8.0,0,0,2,0.0,2892.0,0.0,0,1.0,2.0,1.0,3.0,10,1,0,0,1,1200.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,30.0,30.0,1,360.0,0.0,1,360.0,0.0,72.0,34.99150401836969,1,72,0.0,17.0,0.0,1.0,1.0,0,1.0,2892.0,14.46,6.0,10.0,30.0,24.0,0.0,1
2249,1.0,43.0,0,0,1.0,211.0,1.0,0.0,3,30,60,8,34.0,0,0,1,1.0,252176.0,0.0,1,5.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,480.0,60.0,1,960.0,60.0,60.0,48.0,1,48,0.0,0.0,0.0,1.0,1.0,0,1.0,252176.0,1260.88,1.0,24.0,63.0,51.0,0.0,1
2254,1.0,25.0,0,2099,1.0,211.0,6.0,1.0,1,22,120,1,34.0,0,0,1,1.0,20000000.0,0.0,0,5.0,1.0,1.0,1.0,10,1,0,0,1,1.0,2.0,3.0,0,0,4.0,1.0,0.0,0.0,150.0,150.0,1,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,0.0,2099.0,1.0,2.0,0,2.0,20000000.0,1000.0,1.0,38.0,293.0,235.0,8.0,1
2256,2.0,44.0,0,0,1.0,211.0,4.0,1.0,1,25,0,1,34.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,1.0,1.0,3.0,10,1,0,0,1,1200.0,61.0,1200.0,0,0,0.0,0.0,0.0,0.0,78.0,78.0,1,60.0,0.0,1,180.0,0.0,36.0,12.0,1,36,0.0,9.0,0.0,2.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,23.0,115.0,92.0,8.0,1
2259,2.0,28.0,0,0,1.0,37.0,1.0,0.0,1,31,120,5,2.0,0,0,1,0.0,120000000.0,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,135.0,135.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,120000000.0,600000.0,1.0,33.0,168.0,135.0,0.0,1
2262,1.0,33.0,0,250,1.0,211.0,6.0,1.0,1,42,60,1,22.0,0,0,1,1.0,467200.0,0.0,0,5.0,3.0,1.0,2.0,10,1,0,0,1,875.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,51.0,51.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,60,0.0,2.0,0.0,1.0,3.0,0,1.0,467200.0,23.36,2.0,25.0,78.0,63.0,8.0,1
2268,1.0,28.0,1,0,1.0,211.0,4.0,1.0,1,6,0,1,12.0,0,0,1,0.0,64756246.960035145,0.0,0,3.0,1.0,1.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,6.03,6.03,2,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,997.0,0.0,0.0,1.0,3.0,0,1.0,63560994.99244218,85104.43331456716,1.0,17.0,30.0,24.0,2.0,1
2269,1.0,51.0,0,0,1.0,211.0,77.0,1.0,1,15,0,1,23.0,0,0,2,0.0,195824.58,0.0,0,5.0,2.0,3.0,2.0,10,1,0,0,1,12.0,1211.0,15.0,0,0,0.0,0.0,0.0,0.0,60.0,60.0,1,240.0,0.0,1,9996.0,180.0,60.0,36.0,1,36,0.0,8.0,0.0,1.0,1.0,0,1.0,195346.58,1169.74,6.0,31.0,235.0,188.0,2.0,1
2272,1.0,40.0,0,0,1.0,211.0,6.0,1.0,1,28,120,1,21.0,0,0,2,0.0,4044000.0,0.0,0,3.0,2.0,1.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,70.0,70.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,4044000.0,202.2,1.0,27.0,87.0,70.0,0.0,1
2276,1.0,35.0,0,0,1.0,211.0,6.0,1.0,3,95,120,8,21.0,0,0,2,0.0,744418.52,0.0,1,3.0,2.0,4.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,120.0,1,9996.0,180.0,96.0,96.0,1,96,0.0,6.0,0.0,1.0,1.0,0,1.0,544000.0,27.2,6.0,37.0,9996.0,360.0,7.0,1
2280,1.0,37.0,0,0,1.0,211.0,6.0,1.0,3,95,120,8,21.0,0,0,2,0.0,744418.52,0.0,1,3.0,2.0,4.0,3.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,180.0,180.0,1,9996.0,120.0,1,9996.0,180.0,96.0,96.0,1,96,0.0,11.0,0.0,1.0,1.0,0,1.0,544000.0,27.2,5.0,30.0,188.0,151.0,8.0,1
2285,1.0,39.0,0,400,1.0,211.0,6.0,1.0,1,89,0,1,34.0,0,0,3,0.0,1197100.0,0.0,0,5.0,6.0,3.0,0.0,10,1,0,0,1,47.0,3.0,4.0,0,0,4.0,1.0,0.0,0.0,43.72,43.72,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,1.0,400.0,1.0,2.0,0,1.0,1164000.0,58.2,1.0,27.0,87.0,70.0,5.0,1
2286,1.0,23.0,0,0,1.0,211.0,2.0,1.0,1,45,0,5,32.0,0,0,2,0.0,6909.28,0.0,0,1.0,2.0,2.0,1.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,60.03,60.03,1,240.0,0.0,1,9996.0,60.0,60.0,24.0,1,36,0.03,4.0,0.0,1.0,1.0,0,1.0,5999.28,1.68,3.0,10.0,16.0,10.0,8.0,1
2292,1.0,55.0,0,20000,1.0,211.0,77.0,0.0,1,31,0,1,16.0,0,0,1,0.0,1930000.0,0.0,0,6.0,1.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,57.0,57.0,1,240.0,0.0,1,960.0,0.0,36.0,12.0,1,36,0.0,0.0,0.0,1.0,3.0,0,1.0,1930000.0,772.0,1.0,25.0,71.0,57.0,0.0,1
2301,2.0,37.0,0,0,1.0,211.0,6.0,1.0,1,51,120,1,22.0,0,0,1,0.0,1190900.0,0.0,0,5.0,3.0,2.0,2.0,10,1,0,0,1,17.0,60.0,61.0,0,0,0.0,0.0,1.0,1.0,41.0,41.0,1,9996.0,120.0,3,9996.0,120.0,60.0,24.0,1,36,0.0,1.0,0.0,1.0,1.0,0,3.0,907200.0,453.6,1.0,28.0,97.0,78.0,8.0,1
2318,1.0,48.0,0,0,1.0,49.0,2.0,1.0,1,39,0,1,9.0,0,0,1,0.0,426573.0,1.0,0,1.0,3.0,2.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,37.0,37.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,0.0,0.0,1.0,1.0,0,1.0,224973.0,63.0,1.0,21.0,46.0,37.0,0.0,1
2319,1.0,35.0,1,500,1.0,211.0,6.0,1.0,1,84,120,1,10.0,0,0,1,1.0,3686400.0,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,36.0,36.0,2,9996.0,120.0,1,9996.0,120.0,137.440206185567,60.0,1,60,0.0,5.0,0.0,1.0,3.0,0,1.0,3686400.0,184.32,3.0,29.0,135.0,108.0,2.0,1
2324,1.0,53.0,0,0,1.0,211.0,6.0,1.0,1,80,60,1,12.0,0,0,1,0.0,3300300.0,0.0,0,3.0,1.0,2.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,92.0,92.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,9.0,0.0,1.0,1.0,0,1.0,3264000.0,163.2,4.0,29.0,151.0,121.0,7.0,1
2328,1.0,46.0,0,0,1.0,211.0,3.0,1.0,1,58,60,1,10.0,0,0,2,0.0,104970.0,0.0,0,1.0,2.0,2.0,4.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,84.0,84.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,16.0,0.0,1.0,1.0,0,1.0,104970.0,104.97,6.0,23.0,115.0,92.0,8.0,1
2329,1.0,55.0,0,0,1.0,49.0,3.0,1.0,1,48,120,1,32.0,0,0,1,0.0,2300000.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,24.0,24.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,24,0.0,1.0,0.0,1.0,1.0,0,2.0,2300000.0,2300.0,1.0,23.0,57.0,46.0,2.0,1
2330,1.0,35.0,0,0,1.0,211.0,6.0,1.0,1,39,60,1,12.0,0,0,1,1.0,29538139.8,0.0,0,3.0,1.0,5.0,2.0,10,1,0,0,1,60.0,61.0,650.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,3.0,0.0,1.0,1.0,0,1.0,26594000.0,1329.7,2.0,37.0,293.0,235.0,8.0,1
2331,1.0,50.0,0,0,1.0,211.0,1.0,1.0,1,54,60,5,9.0,0,0,2,0.0,842000.0,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,2.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,36.0,36.0,1,480.0,60.0,1,960.0,60.0,996.0,48.0,1,24,0.0,0.0,0.0,1.0,1.0,0,2.0,842000.0,4210.0,1.0,23.0,57.0,46.0,8.0,1
2333,1.0,41.0,0,0,1.0,211.0,6.0,1.0,1,39,0,1,21.0,0,0,1,0.0,1862800.0,0.0,0,3.0,1.0,1.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,240.0,0.0,1,240.0,0.0,36.0,12.0,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,1862800.0,93.14,3.0,29.0,135.0,108.0,0.0,1
2337,1.0,49.0,0,0,1.0,211.0,3.0,1.0,1,81,0,1,34.0,0,0,1,0.0,64756246.960035145,0.0,0,5.0,1.0,1.0,0.0,10,1,0,0,1,2.0,3.0,60.0,0,0,0.0,0.0,0.0,0.0,15.0,15.0,1,240.0,0.0,1,240.0,0.0,36.0,24.0,1,36,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,25.0,78.0,63.0,7.0,1
2338,1.0,29.0,0,0,1.0,211.0,3.0,1.0,1,81,0,1,9.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,1.0,1.0,0.0,10,1,0,0,1,2.0,3.0,15.0,0,0,0.0,0.0,0.0,0.0,24.0,24.0,1,240.0,0.0,1,240.0,0.0,36.0,34.99150401836969,1,36,0.0,5.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,3.0,23.0,71.0,57.0,7.0,1
2340,2.0,23.0,0,0,1.0,211.0,1.0,1.0,1,74,120,1,8.0,0,0,1,0.0,5572000.0,0.0,0,1.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,2.0,1.0,30.0,30.0,1,9996.0,120.0,3,9996.0,120.0,996.0,36.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,5572000.0,27860.0,1.0,23.0,57.0,46.0,3.0,1
2345,1.0,25.0,0,0,1.0,211.0,6.0,1.0,1,41,120,5,8.0,0,0,1,0.0,261297100.0,0.0,0,1.0,3.0,3.0,2.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,228.0,228.0,1,9996.0,120.0,1,9996.0,180.0,60.0,60.0,1,60,0.0,1.0,0.0,1.0,1.0,0,2.0,259000000.0,12950.0,1.0,35.0,210.0,168.0,0.0,1
2346,1.0,61.0,0,0,1.0,211.0,6.0,1.0,1,68,120,1,32.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,2.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,175.0,175.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,14.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,6.0,34.0,327.0,262.0,2.0,1
2348,2.0,37.0,0,0,1.0,211.0,4.0,1.0,1,41,60,5,9.0,0,0,1,1.0,753240.0,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,46.0,46.0,1,480.0,60.0,1,480.0,60.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,753240.0,753240.0,1.0,23.0,57.0,46.0,0.0,1
2354,2.0,31.0,0,0,1.0,211.0,6.0,1.0,1,74,60,1,32.0,0,0,1,0.0,1162000.0,0.0,0,1.0,3.0,1.0,2.0,10,1,0,0,1,730.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,77.0,77.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,18.0,0.0,1.0,1.0,0,1.0,1162000.0,58.1,6.0,25.0,137.0,110.0,4.0,1
2355,1.0,44.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,32.0,0,0,1,0.0,374968000.0,0.0,0,1.0,3.0,2.0,3.0,10,1,0,0,1,48.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,30.0,30.0,1,9996.0,120.0,1,9996.0,120.0,996.0,60.0,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,374400000.0,18720.0,1.0,27.0,87.0,70.0,3.0,1
2357,2.0,28.0,0,0,1.0,211.0,6.0,0.0,1,74,120,1,32.0,0,0,1,1.0,309800000.0,0.0,0,1.0,3.0,1.0,3.0,10,1,0,0,1,2.0,3.0,1206.0,0,0,0.0,0.0,1.0,1.0,16.0,16.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,309800000.0,15490.0,1.0,27.0,87.0,70.0,8.0,1
2358,2.0,25.0,0,0,1.0,49.0,6.0,0.0,1,74,120,1,11.0,0,0,1,0.0,115520000.0,1.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,48.0,2.0,3.0,0,0,0.0,0.0,1.0,1.0,30.0,30.0,1,9996.0,120.0,1,9996.0,120.0,996.0,36.0,1,36,0.0,0.0,0.0,1.0,1.0,0,2.0,115520000.0,57760.0,1.0,27.0,87.0,70.0,3.0,1
2363,1.0,34.0,0,0,1.0,211.0,1.0,1.0,1,30,120,1,34.0,0,0,1,1.0,36197127.0,0.0,0,5.0,3.0,3.0,1.0,10,1,0,0,1,19.0,500.0,4.0,0,0,0.0,0.0,0.0,0.0,97.0,97.0,1,9996.0,120.0,1,9996.0,120.0,60.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,2.0,36000000.0,180000.0,1.0,35.0,210.0,168.0,2.0,1
2364,2.0,36.0,0,0,1.0,211.0,6.0,1.0,1,74,120,1,34.0,0,0,1,1.0,4400000.0,0.0,0,5.0,3.0,1.0,1.5311047437121936,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,120.0,120.0,1,9996.0,120.0,3,9996.0,120.0,996.0,60.0,1,60,0.0,7.0,0.0,1.0,1.0,0,1.0,4400000.0,220.0,4.0,27.0,125.0,100.0,0.0,1
2375,1.0,56.0,0,0,1.0,28.0,1.0,0.0,1,4,120,1,7.0,0,0,2,0.0,64756246.960035145,1.0,0,1.0,3.0,1.0,1.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,1.0,1.0,87.0,87.0,1,9996.0,120.0,1,9996.0,120.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,29.0,108.0,87.0,0.0,1
2376,1.0,29.0,0,0,1.0,211.0,1.0,1.0,1,4,12,1,10.0,0,0,2,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,4.0,10,1,0,0,1,19.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,42.0,42.0,1,480.0,12.0,1,480.0,12.0,60.0,24.0,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,21.0,46.0,37.0,0.0,1
2380,1.0,51.0,0,0,1.0,211.0,1.0,1.0,1,4,60,1,16.0,0,0,1,0.0,64756246.960035145,0.0,0,6.0,3.0,1.0,5.0,10,1,0,0,1,60.0,3.0,4.0,0,0,0.0,0.0,0.0,0.0,108.0,108.0,1,480.0,60.0,1,480.0,60.0,60.0,48.0,1,48,0.0,3.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,2.0,31.0,151.0,121.0,7.0,1
2384,1.0,37.0,0,0,1.0,211.0,1.0,0.0,1,4,60,1,10.0,0,0,1,0.0,64756246.960035145,0.0,0,1.0,3.0,1.0,0.0,10,1,0,0,1,19.0,3.0,4.0,0,0,4.0,0.0,0.0,0.0,60.0,60.0,1,960.0,60.0,1,960.0,60.0,96.0,34.99150401836969,1,60,0.0,0.0,0.0,1.0,1.0,0,1.0,63560994.99244218,85104.43331456716,1.0,23.0,57.0,46.0,0.0,1
